分组ID,哈希类型,哈希值,文件数量,文件大小(字节),文件大小(可读),文件列表
SHA256_5300,SHA256,5cf93afb768062c95ef4be8be21c362b2d1d0771ab8a56cb485365aa3d57d395,2,91,91 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\T_S_I_P_.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\T_S_I_P_.py
SHA256_2988,SHA256,49522af40488e52e8a1deda8b51f591df1acca1605336784eb7d4299e5af02ec,2,107,107 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\settings\qmldir; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\settings\qmldir
SHA256_3720,SHA256,5ecbde93918a0a049e28741b5e697f5ec716af9623b49f99665e93fc1ee467db,2,3060,2.99 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ScrollIndicator.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ScrollIndicator.qml
SHA256_3082,SHA256,b310ec479bb004ac19fc1832242c4c224c757d9eda7e1ae0ae5adbdb6347cf7c,2,20108,19.64 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\FastMaskedBlur.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\FastMaskedBlur.qmlc
SHA256_5068,SHA256,34aa80edfa87cb38e49ae04bfd9569737bbd38c6d6c5b283b72982f029d518d6,2,1583,1.55 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\otlLib\optimize\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\otlLib\optimize\__init__.py
MD5_4237,MD5,4fd60455b2bc1f81b99acf8a05b7cd49,2,3675,3.59 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\TabBarSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\TabBarSpecifics.qml
MD5_3535,MD5,02945439adc155cf30ae30bb93ec490e,2,1703,1.66 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\knob.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\knob.png
SHA256_3934,SHA256,01cec46769b7e16a3ffc84123cbbed009a5d565f3d455364c79ed1c0a0006d0f,2,4065,3.97 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\RadioDelegate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\RadioDelegate.qml
MD5_5023,MD5,c0e7e309a761e167f679531c191a2d7c,2,3283,3.21 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\roundTools.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\roundTools.py
MD5_3239,MD5,a89150850dea0e7c90b63f3da2c0364b,2,7412,7.24 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\ModalPopupBehavior.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\ModalPopupBehavior.qmlc
MD5_4013,MD5,8e2e42b0cb63f3b7f68f097cb97b0e71,2,3713,3.63 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\RadioButton.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\RadioButton.qml
MD5_4467,MD5,f640ba6dbe4152503a3bb40c49759036,2,628,628 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\WidgetMessageDialog.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\WidgetMessageDialog.qmlc
SHA256_3088,SHA256,0f7796a2998dfbebb04bc51baeb2975e27e0ae5b837bdd66260de2c8f4d6bb1c,2,7616,7.44 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\GaussianGlow.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\GaussianGlow.qmlc
MD5_2921,MD5,0e5f85923c3596433fb2aa59b276f282,2,395032,385.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\plugins\imageformats\qtiff.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\plugins\imageformats\qtiff.dll
SHA256_1524,SHA256,783b35803c5506c28d97de8b214a8b3833cd975a33644fd1527995983f42f9cf,2,65840,64.30 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\i18n\pt.qm; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\i18n\pt.qm
SHA256_4232,SHA256,664b08bfbcd58dd406d7f876fa57fefdea06a709bff5e033613d908d0622d750,2,4921,4.81 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SpinBoxSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SpinBoxSpecifics.qml
SHA256_3134,SHA256,89dacb880798de404343b7c7c601964ea9db8c94c6d80e94488f16b4cb687a10,2,10075,9.84 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ApplicationWindow.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ApplicationWindow.qml
SHA256_5696,SHA256,81eb4d517fa41b3be0364fca5ddaf069a8ba54a24a4b823c842e8376d4780178,2,775,775 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pynput\_info.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_info.py
SHA256_5434,SHA256,056cf321b8818f30bde46ef1c6d724473bc7edbdddad1946c57cc12f464b14d2,2,3393,3.31 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_c_v_a_r.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_c_v_a_r.py
MD5_2355,MD5,37081e9c0715356e61defb1d6ca9ca97,2,765,765 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\EventBus\PubSub.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\EventBus\PubSub.qml
MD5_3093,MD5,82be01f1ad655ae2e5068903171bca0a,2,446,446 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\qmldir; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\qmldir
SHA256_3254,SHA256,a1b5c975825b453c5a80f2c4969955c7c0af5a71abcb63aac9fc1ab27d7baa00,2,4863,4.75 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\StackViewSlideDelegate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\StackViewSlideDelegate.qml
SHA256_4154,SHA256,bc9be32033ec2ef5c9ff140d7f21d12b293557df6fd285cf467e7ad895d20e53,2,4319,4.22 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\TextField.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\TextField.qml
MD5_11199,MD5,8f34de1421e648df74f5abc0583950aa,2,996,996 B,temp\apache-jmeter-5.6.3\lib\lets-plot-batik-4.1.0.jar; temp\apache-jmeter-5.6.3\lib\lets-plot-common-4.1.0.jar
MD5_2847,MD5,fd7831d4694005479ab5282266d41587,2,3460888,3.30 KB,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\QtCore.pyd; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\QtCore.pyd
SHA256_5714,SHA256,787bf4dcabbe1f928674c1bbdbbc3790f94079b1158d2ccf29defcab7fa2b5e6,2,2894,2.83 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pynput\_util\win32_vks.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\win32_vks.py
SHA256_3256,SHA256,f3dad94ca8dc9ced4d0b553d193b2cb42c47e0fd87deb044f843680a62684a5b,2,5700,5.57 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\SourceProxy.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\SourceProxy.qmlc
SHA256_3234,SHA256,7a08f0bfa167a677d47cf527dd24adab19379a9fc533944039e9ff8a4e0b6815,2,5160,5.04 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\MenuContentScroller.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\MenuContentScroller.qmlc
MD5_3997,MD5,e40a3beffe0212e809e3b200b55b9c26,2,1617688,1.54 KB,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\qtquickcontrols2imaginestyleplugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\qtquickcontrols2imaginestyleplugin.dll
SHA256_2458,SHA256,d4674d727b1fa5b5bd4732876574ebf60b1b50f8bda78ac6fd62bf46b340b017,2,501,501 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\IconButton.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\IconButton.qml
MD5_3521,MD5,b4fabdcb9968f11ad8f464a0dc1e195d,2,176,176 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\check.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\check.png
MD5_5027,MD5,19ba337a2b0b842afc5d2095fe9b6fa1,2,6945,6.78 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\sstruct.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\sstruct.py
SHA256_3010,SHA256,e76bf14054458d92214595f35d7d2db20c09743ac2e5620bbf2562eb74fd4c5e,2,53,53 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\test\qtestroot\qmldir; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\test\qtestroot\qmldir
SHA256_2184,SHA256,700444bd5541f9948e31905b74b187dea558d1257671c54506afbf74e248c6cd,2,4840,4.73 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\platform\win32\win32_api.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\platform\win32\win32_api.py
MD5_4345,MD5,55916a706cd81db0a2c8652e610e1262,2,229,229 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\roundbutton-icon.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\roundbutton-icon.png
MD5_5035,MD5,0d66f5f766a8485d6c94c5e6d7da273c,2,2322,2.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\timeTools.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\timeTools.py
SHA256_3310,SHA256,4f35bc6258a283b250ac45befa9c6d69c49eaf4805d24aa987de6f84a4d73e91,2,5692,5.56 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ProgressBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ProgressBar.qml
MD5_2821,MD5,95cc0a7891e91dabd2920caa171f23d1,2,7013144,6.69 KB,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\Qt5Gui.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\Qt5Gui.dll
MD5_2055,MD5,338d7953e17f2494583a74cb09accb51,2,5635,5.50 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\mission\mission_ocr.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\mission\mission_ocr.py
MD5_3021,MD5,7e01becd599dd1e7ab290c1541edd291,2,5079,4.96 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\Desaturate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\Desaturate.qml
SHA256_3436,SHA256,47abe3ab1b1e9b2cf366795c50e284b639dee5e2c59447752a2a10eff0907a70,2,19268,18.82 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\ProgressBarStyle.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\ProgressBarStyle.qmlc
SHA256_3966,SHA256,f01406646bb316e79afcf276ddc59bc70ba46de58562b1173a6adf33728dc7f4,2,3330,3.25 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\SwitchIndicator.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\SwitchIndicator.qml
MD5_4239,MD5,b5d0f60422d2fcf90f2a3da5aa967b34,2,3437,3.36 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\TextAreaSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\TextAreaSpecifics.qml
SHA256_2690,SHA256,2fb5b4e470aa04ab59dbbd5a1083d485e0737f465670382c5c2bc9512330df37,2,7220,7.05 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\PSDraw.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\PSDraw.py
SHA256_3862,SHA256,06c08b5f38cf01420a5db7c79324f92e3232917010903211aa3c3947f9ec255b,2,3620,3.54 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\ToolTip.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\ToolTip.qml
SHA256_4044,SHA256,558c928f3c74474c829611aa29d54eed9c598e0213943fee88a54692a81a7bdd,2,4489,4.38 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\SwitchDelegate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\SwitchDelegate.qml
MD5_2307,MD5,13794bd980faf8491a3b1c23662e08b3,2,789,789 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\images\icons\full_screen.svg; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\images\icons\full_screen.svg
SHA256_2638,SHA256,6fee24c20f460cc7a9d357918302e59167a11c38a844707e577fa9ce939927b8,2,19274,18.82 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\ImageFilter.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\ImageFilter.py
MD5_2741,MD5,6e3b8eb83d9d89345943cce779c057b7,2,3344,3.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\XpmImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\XpmImagePlugin.py
SHA256_4006,SHA256,43433af6c1f53a570c8cfcfdccdfa41d8806cbfc9f1bb962ca12ea46cf4c0a6d,2,2763,2.70 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\PageIndicator.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\PageIndicator.qml
MD5_4979,MD5,0138e7fc367ad28fcc773d1fcaa0d0f0,2,11907,11.63 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\arrayTools.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\arrayTools.py
MD5_1519,MD5,00ae08c5648ceac1c385143196c10340,2,59721,58.32 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\i18n\en_US.qm; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\i18n\en_US.qm
SHA256_4270,SHA256,2a55b72a3bc42ab0292fbe1259e27f4fadfb08c19db2a6012523aa8fb221ca52,2,185,185 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\combobox-icon@2x.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\combobox-icon@2x.png
MD5_2739,MD5,db72e2f523fda52e761e4b44a69e45cc,2,2747,2.68 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\XbmImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\XbmImagePlugin.py
SHA256_4050,SHA256,8f792ebea56c72fb291dfca0db0c5d93a1782924781008e355504f5f14ab59db,2,3571,3.49 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\TextField.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\TextField.qml
SHA256_3314,SHA256,69751bf1401cd0275f1269a3ff1245e94c9ab6094b51442e84a0761742d12724,2,3653,3.57 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\RadioButton.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\RadioButton.qml
MD5_5215,MD5,1ab149b72ad0de309c8164af20785924,2,8346,8.15 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\removeOverlaps.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\removeOverlaps.py
MD5_4463,MD5,ba2f8ddde04ddfad88d25294ff0ca8ae,2,628,628 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\WidgetFontDialog.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\WidgetFontDialog.qmlc
SHA256_4696,SHA256,b6b1f38be528d843c5d8a56c2c26e2d8855d4d18470d294f6202457195617893,2,2365,2.31 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Scene2D\plugins.qmltypes; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Scene2D\plugins.qmltypes
MD5_2361,MD5,5ca7dca4f651f2803156179ae9b388db,2,6320,6.17 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\ImageManager\ScreenshotWindowComp.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\ImageManager\ScreenshotWindowComp.qml
MD5_3893,MD5,2548cff063c7be6f57b8d4f81ba33a06,2,4358,4.26 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\Dialog.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\Dialog.qml
MD5_3887,MD5,3997fe3281c6f47d2330e117e3712887,2,2616,2.55 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\CursorDelegate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\CursorDelegate.qml
SHA256_5000,SHA256,b82ce322f05578ed9eed2c93bd08fc0224c043d5ce6602d49635478890fc30de,2,8470,8.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\filenames.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\filenames.py
SHA256_4090,SHA256,7359789f86ae8789f63acf3566662275ceea14cd2f973cf4e9724c13408d7073,2,2999,2.93 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\HorizontalHeaderView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\HorizontalHeaderView.qml
MD5_2937,MD5,2c650b4bd414a00099e81a134542286a,2,87,87 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\animation\qmldir; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\animation\qmldir
MD5_4507,MD5,d8710e02063fbe1b4067c084af031fcb,2,2253,2.20 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\qml\IconGlyph.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\qml\IconGlyph.qml
MD5_3595,MD5,c07e4147051e16985f5131a5430a8930,2,7444,7.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ToolBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ToolBar.qml
MD5_3739,MD5,cfa6aa2994748ae4e601f9541bcaba23,2,3121,3.05 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\TabBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\TabBar.qml
MD5_2907,MD5,eb432dbd5fc22b3665064058c2e2fd29,2,43288,42.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\plugins\imageformats\qico.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\plugins\imageformats\qico.dll
SHA256_3816,SHA256,b2893c46fde5d274d881c50bdba4b1edb739efc461c61ee4aa82f97af6490ac1,2,4820,4.71 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\RadioDelegate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\RadioDelegate.qml
SHA256_5438,SHA256,2da7099a842438361d67fa8ecb67b152da65bfd1ed630ac0e4f9f3888f0ffb6d,2,63219,61.74 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_c_m_a_p.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_c_m_a_p.py
MD5_4985,MD5,b1bad773fd2299d49906f3d48348af13,2,1913,1.87 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\cliTools.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\cliTools.py
SHA256_4606,SHA256,6182d015f5e61ea33524272680cb196ba0bb35182fbc7931b7451508f7b9a443,2,7040,6.88 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\PieMenuSpecifics.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\PieMenuSpecifics.qmlc
MD5_4275,MD5,9383e2d967a060452a5323b19796a73a,2,189,189 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\delaybutton-icon.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\delaybutton-icon.png
MD5_3127,MD5,c7df4a67d44b99c14afe49a6df8dc01c,2,80664,78.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQml\StateMachine\qtqmlstatemachine.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQml\StateMachine\qtqmlstatemachine.dll
MD5_3049,MD5,41bad5d7d181db5ba516b5006e79e9c1,2,5585,5.45 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\OpacityMask.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\OpacityMask.qml
MD5_5661,MD5,d851573b415fac5c5ec32f7150727932,2,4,4 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\top_level.txt; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\top_level.txt
