文件名,完整路径,大小(字节),大小(可读),修改时间,是否目录,MD5哈希值,SHA256哈希值,扩展名,MIME类型
merger.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\merger.py,62517,61.05 B,2024-01-24 11:40:39,false,e56a5740cf8e59bea9acf0b05253e018,ab3a94b5dc3bd71bcb1bc02e3caf17bb5365fd56980fde3be33a53dbbaeaf1b9,py,
models.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\models.py,22591,22.06 B,2024-01-24 11:40:39,false,b00df16f90db28d7ef1efbedc055ac52,129e99af27413a165b05e6ebb734a09a0381c2aabb9dc07ea66ffe3bbe3a38e7,py,
mutator.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\mutator.py,19684,19.22 B,2024-01-24 11:40:39,false,a0454a608ef05e12c4f2d9bfef6c9faa,70aeaa12f2a3324836a8a25bfca76946d38375df70892a3ee2ad69575fde4ba0,py,
mvar.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\mvar.py,2489,2.43 B,2024-01-24 11:40:39,false,b9a6b232f1fd78ec23ee89f2514f5fb6,19fdeae782021fe13da00c0a61e20a50f2d969b7e36346d44f8b76db4ccbcd82,py,
stat.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\stat.py,4677,4.57 B,2024-01-24 11:40:39,false,5473b7953862e860b29fe160a233bd6e,5a8a0b3fcbdd2ee649be165793102cbb134c66b491e16958ff2b8b36c59fd343,py,
plot.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\plot.py,7732,7.55 B,2024-01-24 11:40:39,false,4e253d29f53fb43b932a129de1066551,06da33adc9caa04c82b34ac6cbb3d99ab52f50d4e6653fb9fecca55b93ee276f,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\voltLib\__init__.py,156,156 B,2024-01-24 11:40:39,false,dd9d685cfa3d1d0ad1a2062ea9e7bab9,27b5b44b66040f418ea96f41fd93a1c3ea0bd3e96db910d88006eb77c5c78ea0,py,
varStore.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\varStore.py,24416,23.84 B,2024-01-24 11:40:39,false,fcbda77c0090f9949998266c50b58bc3,90c58e62225dc5a1fb09c27a7e22f343e1b64b478e071c9f0c8dc24757089673,py,
ast.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\voltLib\ast.py,13674,13.35 B,2024-01-24 11:40:39,false,117411f308f87ed7c86ff269f0a68173,a46bfa1e3b0797f60528b0f806dbeedcaa5814e3ff3f0138c0b41bcf1359ba18,py,
error.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\voltLib\error.py,407,407 B,2024-01-24 11:40:39,false,f147f9ca62d0cbdb18e53a2ac107146e,dd3b1a64103cd9a7057768f905eab75944135114ca334cf13a7505199a2f48d0,py,
lexer.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\voltLib\lexer.py,3467,3.39 B,2024-01-24 11:40:39,false,95a27fe6899dee312902ebb2236affaa,bfd578cdd04ed95a95246fff216acbf1fbff0915119a1d9e0ffd54a5b2099fd8,py,
parser.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\voltLib\parser.py,25572,24.97 B,2024-01-24 11:40:39,false,b836c03bdda1b319e89529aa0062717e,c4040fc0ef2ec981ca8bebfdc8cb73d91184de58fbe55e256a75068082fd002e,py,
INSTALLER,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\INSTALLER,4,4 B,2024-08-28 21:51:53,false,365c9bfeb7d89244f2ce01c1de44cb85,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,,
voltToFea.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\voltLib\voltToFea.py,29191,28.51 B,2024-01-24 11:40:39,false,65807ae48719434e55d72cbadec270bf,4c9494a34bc9fd7dbfe2b18600e6cd2bbb971556168cb1a8f332282f3e6ccb1e,py,
METADATA,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\METADATA,9342,9.12 B,2024-08-28 21:51:52,false,4e038353f6461a3322be996cbf090de0,11f4ca5b61593b569f451502d1a7a11e2548523b03b4d00e22a35b3e7ff405a7,,
LICENSE,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\LICENSE,56937,55.60 B,2024-08-28 21:51:52,false,d8a13d5a7cfb6d0d851aa02548f50c98,3c53812e2d263b505ba4a4f60a93d9637c2653e21260386515c72b5ccb58a89e,,
REQUESTED,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\REQUESTED,0,0 B,2024-08-28 21:51:53,false,d41d8cd98f00b204e9800998ecf8427e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,
WHEEL,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\WHEEL,99,99 B,2024-08-28 21:51:52,false,93e19d113748ea68987dfbf0ae495242,dafc7f14de752e2f82f1fd5247957c01479a28c4e3f19fce107f4d8cdcc8f6ee,,
RECORD,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\RECORD,13743,13.42 B,2024-08-28 21:51:53,false,48027035a8eee1314f30382b0a045863,9e9005326c55f5dea403c469eea43efdf9af90836ce34ccd4cad1a94529b4ca5,,
top_level.txt,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\top_level.txt,4,4 B,2024-08-28 21:51:52,false,d851573b415fac5c5ec32f7150727932,ae266aae4fa1c99aa1e5fd59d19c228b774a7f112c07286ef5c53d20e0c5f8d6,txt,text/plain; charset=utf-8
zip-safe,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\zip-safe,2,2 B,2024-08-28 21:51:52,false,81051bcc2cf1bedf378224b0a93e2877,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\__init__.py,90771,88.64 B,2023-10-14 11:03:36,false,3c1d5fbe385ec8d3447a65d7fc934d60,04b07a82ef53a2308857f9d3e538561ed182121426f6f07eb24017f8a5f48007,py,
mupdfcpp64.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fitz\mupdfcpp64.dll,23361536,22.28 KB,2023-12-18 13:20:54,false,9ce4f0247b19005b1a8bd600bb7abd84,8b508ee2b1819875462500ef0b34c8bde2506a18c9db8a561137904af1703948,dll,application/x-msdownload
_compat.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_compat.py,15490,15.13 B,2023-10-14 11:03:36,false,57c2fcfd98143aca62b6282bb980c4d4,4f8286d99e2b2301a5edcded8c24cbea3673a94809a07601884ea92f192baf82,py,
_common.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_common.py,30109,29.40 B,2023-10-14 11:03:36,false,0b454724ce63a7ccc7bd0e7aeb087625,385e25e7b82289c3c8a16073e2e546be8fca3c344aab9d762c5644a0fa9a83f1,py,
_psaix.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_psaix.py,19184,18.73 B,2023-10-14 11:03:36,false,6a6c9a1ec2837b5b0b4402ca04b1c52c,c42478e9343bc5843b3caa96dfece017c7d6f0dbb7802168308d51413b5d182c,py,
_psbsd.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_psbsd.py,32808,32.04 B,2023-10-14 11:03:36,false,8b4e070f3e5f1b7fc4091f0c942b6347,bb2b6ec2177d71c42ca94764fd8b44e469f6f0b5240db21a2be39aed9e82575a,py,
_psosx.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_psosx.py,16702,16.31 B,2023-10-14 11:03:36,false,2f1495efb65032e55234599c084acb4d,813824dd69a37d3693f1bf40a51a0ec66671bff0933c18081ca2c03d7af31c36,py,
_psposix.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_psposix.py,8469,8.27 B,2023-10-14 11:03:36,false,39f8f06fc1d75d20446f04b82f701204,20daec396fda441f20a9237aff6124648dc543b981bec6ea9c8f2df053d2adb7,py,
_pslinux.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_pslinux.py,89615,87.51 B,2023-10-14 11:03:36,false,433e5437748399e1e9b0ddcbdfef0c87,6bf34a56ba3c3de72516996e155b81000665505c6552c3659bed57fce6fdc217,py,
_pssunos.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_pssunos.py,26198,25.58 B,2023-10-14 11:03:36,false,81ef706df72fbb1f32e910500e98c3e4,114c378a71396c606900d17057e0ad3f13e1c33817fc4f3a855268a48dfe3961,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\__init__.py,1334,1.30 B,2022-01-01 19:56:26,false,522df477f7c5f63161074c5364608dc7,68fc6a7a6479de01101c588cc526569df25fc9dddb417877a283708c4c038e69,py,
_pswindows.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_pswindows.py,38577,37.67 B,2023-10-14 11:03:36,false,e03717adc6eb07069a1e13c7808cdef8,267f2738387b5a85ebf290b49d07d70957a3167a1315f4da65e648f5217ea851,py,
_psutil_windows.pyd,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\psutil\_psutil_windows.pyd,67072,65.50 B,2023-10-14 11:08:34,false,2c62184e46ecc1641b8e09690f820405,43e09408673687a787415912336ac13fcca9a7d7945b73d0c84ac4bb071e9106,pyd,
_info.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_info.py,775,775 B,2022-01-01 19:57:22,false,c5ebc258e952fb643fbc366c25d193d4,81eb4d517fa41b3be0364fca5ddaf069a8ba54a24a4b823c842e8376d4780178,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\__init__.py,14327,13.99 B,2022-01-01 19:56:26,false,f1107176efdd996000c640beeea9711e,6e5e6c2c85b266b0df04a55e24db50db757704a33463ae24ac8e7e18ed3c60bc,py,
darwin_vks.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\darwin_vks.py,1512,1.48 B,2022-01-01 19:56:26,false,620292512bfd4fd540f99606274113a0,268f4eae762c029d0210ca75cd6efb7a632df15c20be15efad92275a12d20e45,py,
darwin.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\darwin.py,8654,8.45 B,2022-01-01 19:56:26,false,99639eaa0970985a8d3103c6856edbef,645ff225238d3f6b3a69c615b480091c493eba31e116b3a4ab4d5f46de4d107b,py,
uinput.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\uinput.py,2813,2.75 B,2022-01-01 19:56:26,false,8eec7eace38202dbc658dc01697d4934,3dbb6aa766c40da7612e6a801b518312edf68fe9dfe3ef14b063b61677b55025,py,
win32.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\win32.py,18110,17.69 B,2022-01-01 19:56:26,false,9cde7e58c9dc72b032c7ba8ec2dcad77,9e2360c67359e7b4e06974707f391caa55272d872bc334326b4397adcb8503a1,py,
win32_vks.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\win32_vks.py,2894,2.83 B,2022-01-01 19:56:26,false,c87166b1c6af2f797ebc6611eb58abe0,787bf4dcabbe1f928674c1bbdbbc3790f94079b1158d2ccf29defcab7fa2b5e6,py,
xorg.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\xorg.py,15103,14.75 B,2022-01-01 19:56:26,false,308a0ffe87f82c3a6324acef12139d2b,955c5bc9d0f9ada085cb2df34a4d72a99a8e6e4fdad509cbc3c272cfca54157b,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\keyboard\__init__.py,7208,7.04 B,2022-01-01 19:56:26,false,0ff4c5ac353592b8834672b529ab952d,fb642e72df2a14b4c88f0421bbb4930f047c3293a481094da7072bf5badb465b,py,
xorg_keysyms.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\xorg_keysyms.py,69338,67.71 B,2022-01-01 19:56:26,false,077578dcd657ccef7781389be5ed4aa9,86a704a70f96100a72a92ca68d53632dbb1feec65593cdde2789f0f0c9ff51a4,py,
_base.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\keyboard\_base.py,22399,21.87 B,2022-01-01 19:56:26,false,87a5ab5224dcc0707ebba52f7fae11cf,1d00b5c0f4cb6a08c75cf772bc125b9a65252b83f9cd362c32f273d21e1d410f,py,
_dummy.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\keyboard\_dummy.py,895,895 B,2022-01-01 19:56:26,false,6ed2e213b4d22be063e4e59576cbb52d,4a98342cc148a4d82c6e98a7e8e1964e11b6ba53ca8886f0fe1060511aaa3e1f,py,
_darwin.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\keyboard\_darwin.py,11314,11.05 B,2022-01-01 19:56:26,false,780efb472a5e3822433258600cbaa52c,46434eedbfcaa6f49d99f69f50063519c4fc99ccfe3183c6c92e4b9a4c4c9b63,py,
_uinput.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\keyboard\_uinput.py,14398,14.06 B,2022-01-01 19:56:26,false,4bbb39e0661c074f38345ecda0a3f262,5b111606ee78ab061fd1f6cf02c58ca66e36992d35d725d51db109b1f20ff05f,py,
_win32.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\keyboard\_win32.py,10829,10.58 B,2022-01-01 19:56:26,false,065794041e8fc61997ae7b2eec1ab246,f87092b97ce4bbceffc83f7d35126db6f3122756ef0187c217dbb1d050375ba4,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\mouse\__init__.py,2576,2.52 B,2022-01-01 19:56:26,false,9ea6ce9685f018ff65f0b4540117c5a8,ff93cacc2e6816f8bb2ebdadf5aba6e8a72137a1defe6fc7b74e5de1e011d1c4,py,
_xorg.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\keyboard\_xorg.py,21888,21.38 B,2022-01-01 19:56:26,false,f76493273c43f546c276b6424b5935aa,5b28271b78b8a1fe4a22546aded66d38a9720a7dbce34e761efaeb5c81ac3a76,py,
_base.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\mouse\_base.py,8445,8.25 B,2022-01-01 19:56:26,false,04fefbbdcefa4ea089b480eb65372ad9,5ad4bc3e3eb85dda5c5997e9e4846f87938410149e905e20bf1dbcc2a137c8b2,py,
_dummy.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\mouse\_dummy.py,874,874 B,2022-01-01 19:56:26,false,78d70ba6497a7de547c7d69d5eb770d3,560d54994921947b41fc4b36b5c713348022107f8ea039e8352af78f55aba936,py,
_darwin.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\mouse\_darwin.py,6735,6.58 B,2022-01-01 19:56:26,false,7ed2eeaa303b7eebc76953b918d32eec,b4f06d60d4784349d735cc16fbd4436b41623179d1188ef093ff9fd3355baf1e,py,
_win32.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\mouse\_win32.py,6827,6.67 B,2022-01-01 19:56:26,false,3c5ecb00a0a608df530f74bf5e52d5fe,c4081bd640e0c53b9092fdcb0e360fe0cd78983db9be574b91881e3cfb4056b0,py,
_xorg.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\mouse\_xorg.py,5425,5.30 B,2022-01-01 19:56:26,false,92a6d99a9b4e51947799735947cbff33,f8405807ea996a7cdc1a8b3babd01253b3c0b21c4adb902b7da4cf0504ba809d,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\__init__.py,777,777 B,2022-01-07 13:13:48,false,f60b177e5e9fe1558405454301e881c7,44587621d4eba1a46144f2ac0214b982db968c1557f734874470438223c03857,py,
_config.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\_config.py,200,200 B,2022-01-07 13:13:48,false,c174db7c211107cc66762891e0f60586,90606d43203bb1d4d19a31fbde5fc929261985acaa1e0ff221b887fbbcc3c349,py,
_git_shiboken_module_version.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\_git_shiboken_module_version.py,2517,2.46 B,2022-01-07 13:13:48,false,e606d60c1b29b562d45c08fef1c71643,02c9e034e46df027cd80aa96e6f5824622b0c613a53b7228fdff84bdb0ef660d,py,
msvcp140_1.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_1.dll,31512,30.77 B,2020-01-31 17:17:36,false,a0b595f95be9cce12bff7ef199f874c4,b05f3dfd4e999c3e110219fb59151cbaa322757f4f3ce52b64dddc853e5c105c,dll,application/x-msdownload
concrt140.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\concrt140.dll,333592,325.77 B,2020-01-31 17:17:36,false,eb42b164d603672e07997019bb00e4ad,dabdb0732b2fc14040cedbbfd369d9eb3c7a2e66b38a79892e1c05e6d6a8526d,dll,application/x-msdownload
msvcp140_2.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_2.dll,203544,198.77 B,2020-01-31 17:17:36,false,bbcf50b71928edb1c32c969d0533753c,7d5d180c8e41b1964835b2550191e2d9054d8f4beff898ade67b3d5dd25b5101,dll,application/x-msdownload
msvcp140_codecvt_ids.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_codecvt_ids.dll,27416,26.77 B,2020-01-31 17:17:36,false,e42f86965ceb093d95b9c93bd87b179d,1e56cee876940affe9883aeccee9132280d03fd4282ab6552adf75fbeeed2bac,dll,application/x-msdownload
msvcp140.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140.dll,618264,603.77 B,2020-01-31 17:17:36,false,a1d30ef2114e18e26e2bb96555be81bf,f87819ae8c6f7c90d3237a1abb9809e8cba9dcd0c80ac3f0969a5e68ef652ca4,dll,application/x-msdownload
shiboken2.abi3.lib,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\shiboken2.abi3.lib,109440,106.88 B,2022-01-07 13:14:28,false,a8d8f9b554258aa6147b00ec09f035fd,9fc16e5ffa161955cd886e8e3fd476023b6e220a3277723f7de3b44ab8092a79,lib,
shiboken2.pyd,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\shiboken2.pyd,29976,29.27 B,2022-01-07 14:10:34,false,376c07a96c4b8a1ea01d2c893533486d,4161690265e3dadcd864178c089bb2d07795b46c43ddc2e88d251ce7f2374fdc,pyd,
shiboken2.abi3.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\shiboken2.abi3.dll,255768,249.77 B,2022-01-07 14:08:22,false,2ae849b48f518effd813065a91d56f1f,3a21d0ef5713f46bccebe6ff3e324a8ca1433417a39eded43790811a60e3206c,dll,application/x-msdownload
vcamp140.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcamp140.dll,454424,443.77 B,2020-01-31 17:17:36,false,2e0785446f5dcc636e3d3aa6d1f1b9fa,7ae6e08d3a08d14817edc23a15dc13dbdeb94c506033fe10c3914b92035307df,dll,application/x-msdownload
vccorlib140.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vccorlib140.dll,366360,357.77 B,2020-01-31 17:17:36,false,ddd9457ef184cc3897b8198d262f4339,41b6af9484c860804c69e00c9d7fee22efe5f769c51355936fc9de248221de94,dll,application/x-msdownload
vcruntime140.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcruntime140.dll,89880,87.77 B,2020-01-31 17:17:36,false,23105a395b807d9335219958b4d0cec1,61832990e364dca5bfa2c61d930f00acaae6d1aaa3130392403455ae9a1125a5,dll,application/x-msdownload
vcomp140.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcomp140.dll,160024,156.27 B,2020-01-31 17:17:36,false,5aea86cff3a0fa7625d2bd51fe260568,bbcb6a4b9d113c46d13762e5687e14d95c599e34da59c3b4c4873b86a6f0653c,dll,application/x-msdownload
vcruntime140_1.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcruntime140_1.dll,44312,43.27 B,2020-01-31 17:17:36,false,9040ed0fdf4ce7558cbffb73d4c17761,6cc4315daceb0522816c60678344466cb452426267f70c7faae925361674e774,dll,application/x-msdownload
six.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\six.py,34549,33.74 B,2021-05-05 14:17:58,false,9379cf68c692d9a9f92e5d29f6a54549,4ce39f422ee71467ccac8bed76beb05f8c321c7f0ceda9279ae2dfa3670106b3,py,
PKG-INFO,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\zxing_cpp.egg-info\PKG-INFO,1944,1.90 B,2023-11-06 11:14:04,false,a974566003847739cb8c7b47ebd7397d,87d6ae65a80f230284bff3fa0cf91f3af37f8095c5ad531cd836b05c0b11b87a,,
SOURCES.txt,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\zxing_cpp.egg-info\SOURCES.txt,246,246 B,2023-11-06 11:14:04,false,2cb0db8e8f01ffd412d66a815cfe3f7d,b96247aa1cbd93526149d054d47649274cae0d28cf54619db74304d1edd70df9,txt,text/plain; charset=utf-8
dependency_links.txt,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\zxing_cpp.egg-info\dependency_links.txt,1,1 B,2023-11-06 11:14:04,false,68b329da9893e34099c7d8ad5cb9c940,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,txt,text/plain; charset=utf-8
not-zip-safe,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\zxing_cpp.egg-info\not-zip-safe,2,2 B,2023-11-06 11:13:08,false,81051bcc2cf1bedf378224b0a93e2877,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,,
top_level.txt,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\zxing_cpp.egg-info\top_level.txt,9,9 B,2023-11-06 11:14:04,false,90d84ecefef8c5db1b5e9ce3bdad8661,d782081e5e1784820b1f8b3c2ef606fe2a2e07d1eebc70a0fc59ba709d53855c,txt,text/plain; charset=utf-8
test_speed.bat,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\test_speed.bat,74,74 B,2024-08-28 22:53:26,false,4146e2b61d9770dd7e5d1ab2cbea9924,c783752534658ba5af30a206ca06a1fbed27604726860a3585040aa7c02b2128,bat,
themes.json,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\themes.json,2452,2.39 B,2024-11-28 13:59:26,false,559518e2a91754cb41de26f77de80e96,b66abaedae8cfd370ae4bfe11d77d96e3bb25f80e2735b929b22f9e800efacde,json,application/json
ucrtbase.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\ucrtbase.dll,917184,895.69 B,2020-01-31 17:17:36,false,f0270079e98f80cd59ee4c45fe9c7697,94952e907781c68d22294fc38d3463a86bbacf285d637eeb1889f7cf41c69129,dll,application/x-msdownload
zxingcpp.cp38-win_amd64.pyd,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\zxingcpp.cp38-win_amd64.pyd,1245696,1.19 KB,2023-11-06 11:15:25,false,7f91e5aee26e8f25e14c9a6e484be414,e650f165738da2b7d39dc8284a54671f704c5423eacf36be0d8def7039020c2b,pyd,
py.typed,temp\XHS-Downloader_V2.4_Windows_X64\_internal\certifi\py.typed,0,0 B,2025-01-05 11:51:32,false,d41d8cd98f00b204e9800998ecf8427e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,typed,
py.typed,temp\XHS-Downloader_V2.4_Windows_X64\_internal\emoji\py.typed,0,0 B,2025-01-05 11:51:32,false,d41d8cd98f00b204e9800998ecf8427e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,typed,
INSTALLER,temp\XHS-Downloader_V2.4_Windows_X64\_internal\emoji-2.14.0.dist-info\INSTALLER,4,4 B,2025-01-05 11:51:32,false,365c9bfeb7d89244f2ce01c1de44cb85,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,,
REQUESTED,temp\XHS-Downloader_V2.4_Windows_X64\_internal\emoji-2.14.0.dist-info\REQUESTED,0,0 B,2025-01-05 11:51:32,false,d41d8cd98f00b204e9800998ecf8427e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,
INSTALLER,temp\XHS-Downloader_V2.4_Windows_X64\_internal\setuptools\_vendor\importlib_metadata-8.0.0.dist-info\INSTALLER,4,4 B,2025-01-05 11:51:32,false,365c9bfeb7d89244f2ce01c1de44cb85,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,,
REQUESTED,temp\XHS-Downloader_V2.4_Windows_X64\_internal\setuptools\_vendor\importlib_metadata-8.0.0.dist-info\REQUESTED,0,0 B,2025-01-05 11:51:32,false,d41d8cd98f00b204e9800998ecf8427e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,
INSTALLER,temp\XHS-Downloader_V2.4_Windows_X64\_internal\setuptools\_vendor\wheel-0.43.0.dist-info\INSTALLER,4,4 B,2025-01-05 11:51:32,false,365c9bfeb7d89244f2ce01c1de44cb85,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,,
REQUESTED,temp\XHS-Downloader_V2.4_Windows_X64\_internal\setuptools\_vendor\wheel-0.43.0.dist-info\REQUESTED,0,0 B,2025-01-05 11:51:32,false,d41d8cd98f00b204e9800998ecf8427e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,
INSTALLER,temp\XHS-Downloader_V2.4_Windows_X64\_internal\textual-1.0.0.dist-info\INSTALLER,4,4 B,2025-01-05 11:51:32,false,365c9bfeb7d89244f2ce01c1de44cb85,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,,
